source,target,weight,start,end
E029,E039,1,1886-09-24T00:00:00,1886-09-24T00:00:00
E029,E043,1,1886-09-24T00:00:00,1886-09-24T00:00:00
E029,E060,1,1886-09-24T00:00:00,1886-09-24T00:00:00
E029,E061,1,1886-09-24T00:00:00,1886-09-24T00:00:00
E030,E031,1,1886-09-24T00:00:00,1886-09-24T00:00:00
E030,E032,1,1886-09-24T00:00:00,1886-09-24T00:00:00
E030,E036,1,1886-09-24T00:00:00,1886-09-24T00:00:00
E030,E039,1,1886-09-24T00:00:00,1886-09-24T00:00:00
E030,E043,1,1886-09-24T00:00:00,1886-09-24T00:00:00
E030,E060,1,1886-09-24T00:00:00,1886-09-24T00:00:00
E030,E061,1,1886-09-24T00:00:00,1886-09-24T00:00:00
E031,E032,1,1886-09-24T00:00:00,1886-09-24T00:00:00
E031,E036,1,1886-09-24T00:00:00,1886-09-24T00:00:00
E031,E039,2,1886-09-24T00:00:00,1886-09-26T00:00:00
E031,E043,1,1886-09-24T00:00:00,1886-09-24T00:00:00
E031,E053,1,1886-09-26T00:00:00,1886-09-26T00:00:00
E031,E060,1,1886-09-24T00:00:00,1886-09-24T00:00:00
E031,E061,1,1886-09-24T00:00:00,1886-09-24T00:00:00
E031,E063,1,1886-09-25T00:00:00,1886-09-25T00:00:00
E031,E064,1,1886-09-26T00:00:00,1886-09-26T00:00:00
E031,E070,1,1886-09-26T00:00:00,1886-09-26T00:00:00
E031,E074,1,1886-09-25T00:00:00,1886-09-25T00:00:00
E031,E075,1,1886-09-26T00:00:00,1886-09-26T00:00:00
E031,E076,1,1886-09-26T00:00:00,1886-09-26T00:00:00
E031,E077,1,1886-09-26T00:00:00,1886-09-26T00:00:00
E031,E082,1,1886-09-26T00:00:00,1886-09-26T00:00:00
