Source,Target,Type,Id,Label,timeset,Weight,Source_Type,Target_Type
E012,E130,Undirected,418,,<[-2608070400000.0]>,2,,
E012,E132,Undirected,419,,<[-2615328000000.0]>,1,,
E012,E134,Undirected,420,,<[-2608070400000.0]>,1,,
E012,E135,Undirected,421,,<[-2608070400000.0]>,1,,
E012,E136,Undirected,422,,<[-2608070400000.0]>,1,,
E012,E142,Undirected,423,,<[-2617056000000.0]>,2,,
E012,E144,Undirected,424,,<[-2615414400000.0]>,1,,
E012,E145,Undirected,425,,<[-2615328000000.0]>,1,,
E012,E146,Undirected,426,,<[-2608070400000.0]>,1,,
E013,E068,Undirected,427,,<[-2614464000000.0]>,1,,
E014,E025,Undirected,428,,<[-2608070400000.0]>,1,,
E014,E057,Undirected,429,,<[-2608070400000.0]>,1,,
E014,E058,Undirected,430,,<[-2608070400000.0]>,1,,
E014,E059,Undirected,431,,<[-2608070400000.0]>,1,,
E014,E073,Undirected,432,,<[-2608070400000.0]>,1,,
E014,E091,Undirected,433,,<[-2608070400000.0]>,1,,
E014,E130,Undirected,434,,<[-2608070400000.0]>,1,,
E014,E134,Undirected,435,,<[-2608070400000.0]>,1,,
E014,E135,Undirected,436,,<[-2608070400000.0]>,1,,
E014,E136,Undirected,437,,<[-2608070400000.0]>,1,,
E014,E146,Undirected,438,,<[-2608070400000.0]>,1,,
E015,E016,Undirected,439,,<[-2606256000000.0]>,1,,
E015,E017,Undirected,440,,<[-2606256000000.0]>,1,,
E015,E018,Undirected,441,,<[-2606256000000.0]>,1,,
E015,E019,Undirected,442,,<[-2606256000000.0]>,1,,
E015,E025,Undirected,443,,<[-2606256000000.0]>,1,,
