Source,Target,Type,Id,Label,timeset,Weight,Source_Type,Target_Type
E015,E027,Undirected,444,,<[-2606256000000.0]>,1,,
E015,E031,Undirected,445,,<[-2606256000000.0]>,1,,
E015,E032,Undirected,446,,<[-2606256000000.0]>,1,,
E015,E033,Undirected,447,,<[-2606256000000.0]>,1,,
E015,E034,Undirected,448,,<[-2606256000000.0]>,1,,
E015,E039,Undirected,449,,<[-2606256000000.0]>,1,,
E015,E040,Undirected,450,,<[-2606256000000.0]>,1,,
E015,E041,Undirected,451,,<[-2606256000000.0]>,1,,
E015,E042,Undirected,452,,<[-2606256000000.0]>,1,,
E015,E043,Undirected,453,,<[-2606256000000.0]>,1,,
E015,E052,Undirected,454,,<[-2606256000000.0]>,1,,
E015,E053,Undirected,455,,<[-2606256000000.0]>,1,,
E015,E054,Undirected,456,,<[-2606256000000.0]>,1,,
E015,E055,Undirected,457,,<[-2606256000000.0]>,1,,
E015,E061,Undirected,458,,<[-2606256000000.0]>,1,,
E015,E062,Undirected,459,,<[-2606256000000.0]>,1,,
E015,E063,Undirected,460,,<[-2606256000000.0]>,1,,
E015,E064,Undirected,461,,<[-2606256000000.0]>,1,,
E015,E065,Undirected,462,,<[-2606256000000.0]>,1,,
E015,E074,Undirected,463,,<[-2606256000000.0]>,1,,
E015,E075,Undirected,464,,<[-2606256000000.0]>,1,,
E015,E076,Undirected,465,,<[-2606256000000.0]>,1,,
E015,E081,Undirected,466,,<[-2606256000000.0]>,1,,
E015,E082,Undirected,467,,<[-2606256000000.0]>,1,,
E015,E085,Undirected,468,,<[-2606256000000.0]>,1,,
E015,E096,Undirected,469,,<[-2606256000000.0]>,1,,
E015,E097,Undirected,470,,<[-2606256000000.0]>,1,,
E015,E098,Undirected,471,,<[-2606256000000.0]>,1,,
E015,E099,Undirected,472,,<[-2606256000000.0]>,1,,
E015,E100,Undirected,473,,<[-2606256000000.0]>,1,,
E015,E101,Undirected,474,,<[-2606256000000.0]>,1,,
E015,E102,Undirected,475,,<[-2606256000000.0]>,1,,
E015,E110,Undirected,476,,<[-2606256000000.0]>,1,,
E015,E111,Undirected,477,,<[-2606256000000.0]>,1,,
E015,E112,Undirected,478,,<[-2606256000000.0]>,1,,
E015,E113,Undirected,479,,<[-2606256000000.0]>,1,,
E015,E116,Undirected,480,,<[-2606256000000.0]>,1,,
E015,E117,Undirected,481,,<[-2606256000000.0]>,1,,
E015,E124,Undirected,482,,<[-2606256000000.0]>,1,,
E015,E125,Undirected,483,,<[-2606256000000.0]>,1,,
E015,E126,Undirected,484,,<[-2606256000000.0]>,1,,
E015,E137,Undirected,485,,<[-2606256000000.0]>,1,,
E015,E138,Undirected,486,,<[-2606256000000.0]>,1,,
E015,E139,Undirected,487,,<[-2606256000000.0]>,1,,
E015,E140,Undirected,488,,<[-2606256000000.0]>,1,,
E015,E147,Undirected,489,,<[-2606256000000.0]>,1,,
E015,E148,Undirected,490,,<[-2606256000000.0]>,1,,
E016,E017,Undirected,491,,<[-2606256000000.0]>,1,,
E016,E018,Undirected,492,,<[-2606256000000.0]>,1,,
E016,E019,Undirected,493,,<[-2606256000000.0]>,1,,
E016,E025,Undirected,494,,<[-2606256000000.0]>,1,,
E016,E027,Undirected,495,,<[-2606256000000.0]>,1,,
E016,E031,Undirected,496,,<[-2606256000000.0]>,1,,
E016,E032,Undirected,497,,<[-2606256000000.0]>,1,,
E016,E033,Undirected,498,,<[-2606256000000.0]>,1,,
E016,E034,Undirected,499,,<[-2606256000000.0]>,1,,
E016,E039,Undirected,500,,<[-2606256000000.0]>,1,,
E016,E040,Undirected,501,,<[-2606256000000.0]>,1,,
E016,E041,Undirected,502,,<[-2606256000000.0]>,1,,
E016,E042,Undirected,503,,<[-2606256000000.0]>,1,,
E016,E043,Undirected,504,,<[-2606256000000.0]>,1,,
E016,E052,Undirected,505,,<[-2606256000000.0]>,1,,
E016,E053,Undirected,506,,<[-2606256000000.0]>,1,,
E016,E054,Undirected,507,,<[-2606256000000.0]>,1,,
E016,E055,Undirected,508,,<[-2606256000000.0]>,1,,
E016,E061,Undirected,509,,<[-2606256000000.0]>,1,,
E016,E062,Undirected,510,,<[-2606256000000.0]>,1,,
E016,E063,Undirected,511,,<[-2606256000000.0]>,1,,
E016,E064,Undirected,512,,<[-2606256000000.0]>,1,,
E016,E065,Undirected,513,,<[-2606256000000.0]>,1,,
E016,E074,Undirected,514,,<[-2606256000000.0]>,1,,
E016,E075,Undirected,515,,<[-2606256000000.0]>,1,,
E016,E076,Undirected,516,,<[-2606256000000.0]>,1,,
E016,E081,Undirected,517,,<[-2606256000000.0]>,1,,
E016,E082,Undirected,518,,<[-2606256000000.0]>,1,,
E016,E085,Undirected,519,,<[-2606256000000.0]>,1,,
E016,E096,Undirected,520,,<[-2606256000000.0]>,1,,
E016,E097,Undirected,521,,<[-2606256000000.0]>,1,,
E016,E098,Undirected,522,,<[-2606256000000.0]>,1,,
E016,E099,Undirected,523,,<[-2606256000000.0]>,1,,
E016,E100,Undirected,524,,<[-2606256000000.0]>,1,,
E016,E101,Undirected,525,,<[-2606256000000.0]>,1,,
E016,E102,Undirected,526,,<[-2606256000000.0]>,1,,
E016,E110,Undirected,527,,<[-2606256000000.0]>,1,,
E016,E111,Undirected,528,,<[-2606256000000.0]>,1,,
E016,E112,Undirected,529,,<[-2606256000000.0]>,1,,
E016,E113,Undirected,530,,<[-2606256000000.0]>,1,,
E016,E116,Undirected,531,,<[-2606256000000.0]>,1,,
E016,E117,Undirected,532,,<[-2606256000000.0]>,1,,
E016,E124,Undirected,533,,<[-2606256000000.0]>,1,,
E016,E125,Undirected,534,,<[-2606256000000.0]>,1,,
E016,E126,Undirected,535,,<[-2606256000000.0]>,1,,
E016,E137,Undirected,536,,<[-2606256000000.0]>,1,,
E016,E138,Undirected,537,,<[-2606256000000.0]>,1,,
E016,E139,Undirected,538,,<[-2606256000000.0]>,1,,
E016,E140,Undirected,539,,<[-2606256000000.0]>,1,,
E016,E147,Undirected,540,,<[-2606256000000.0]>,1,,
E016,E148,Undirected,541,,<[-2606256000000.0]>,1,,
E017,E018,Undirected,542,,<[-2606256000000.0]>,1,,
E017,E019,Undirected,543,,<[-2606256000000.0]>,1,,
E017,E025,Undirected,544,,<[-2606256000000.0]>,1,,
E017,E027,Undirected,545,,<[-2606256000000.0]>,1,,
E017,E031,Undirected,546,,<[-2606256000000.0]>,1,,
E017,E032,Undirected,547,,<[-2606256000000.0]>,1,,
E017,E033,Undirected,548,,<[-2606256000000.0]>,1,,
E017,E034,Undirected,549,,<[-2606256000000.0]>,1,,
E017,E039,Undirected,550,,<[-2606256000000.0]>,1,,
E017,E040,Undirected,551,,<[-2606256000000.0]>,1,,
E017,E041,Undirected,552,,<[-2606256000000.0]>,1,,
E017,E042,Undirected,553,,<[-2606256000000.0]>,1,,
E017,E043,Undirected,554,,<[-2606256000000.0]>,1,,
E017,E052,Undirected,555,,<[-2606256000000.0]>,1,,
E017,E053,Undirected,556,,<[-2606256000000.0]>,1,,
E017,E054,Undirected,557,,<[-2606256000000.0]>,1,,
E017,E055,Undirected,558,,<[-2606256000000.0]>,1,,
E017,E061,Undirected,559,,<[-2606256000000.0]>,1,,
E017,E062,Undirected,560,,<[-2606256000000.0]>,1,,
E017,E063,Undirected,561,,<[-2606256000000.0]>,1,,
E017,E064,Undirected,562,,<[-2606256000000.0]>,1,,
E017,E065,Undirected,563,,<[-2606256000000.0]>,1,,
E017,E074,Undirected,564,,<[-2606256000000.0]>,1,,
E017,E075,Undirected,565,,<[-2606256000000.0]>,1,,
E017,E076,Undirected,566,,<[-2606256000000.0]>,1,,
E017,E081,Undirected,567,,<[-2606256000000.0]>,1,,
E017,E082,Undirected,568,,<[-2606256000000.0]>,1,,
E017,E085,Undirected,569,,<[-2606256000000.0]>,1,,
E017,E096,Undirected,570,,<[-2606256000000.0]>,1,,
E017,E097,Undirected,571,,<[-2606256000000.0]>,1,,
E017,E098,Undirected,572,,<[-2606256000000.0]>,1,,
E017,E099,Undirected,573,,<[-2606256000000.0]>,1,,
E017,E100,Undirected,574,,<[-2606256000000.0]>,1,,
E017,E101,Undirected,575,,<[-2606256000000.0]>,1,,
E017,E102,Undirected,576,,<[-2606256000000.0]>,1,,
E017,E110,Undirected,577,,<[-2606256000000.0]>,1,,
E017,E111,Undirected,578,,<[-2606256000000.0]>,1,,
E017,E112,Undirected,579,,<[-2606256000000.0]>,1,,
E017,E113,Undirected,580,,<[-2606256000000.0]>,1,,
E017,E116,Undirected,581,,<[-2606256000000.0]>,1,,
E017,E117,Undirected,582,,<[-2606256000000.0]>,1,,
E017,E124,Undirected,583,,<[-2606256000000.0]>,1,,
E017,E125,Undirected,584,,<[-2606256000000.0]>,1,,
E017,E126,Undirected,585,,<[-2606256000000.0]>,1,,
E017,E137,Undirected,586,,<[-2606256000000.0]>,1,,
E017,E138,Undirected,587,,<[-2606256000000.0]>,1,,
E017,E139,Undirected,588,,<[-2606256000000.0]>,1,,
E017,E140,Undirected,589,,<[-2606256000000.0]>,1,,
E017,E147,Undirected,590,,<[-2606256000000.0]>,1,,
E017,E148,Undirected,591,,<[-2606256000000.0]>,1,,
E018,E019,Undirected,592,,<[-2606256000000.0]>,1,,
E018,E025,Undirected,593,,<[-2606256000000.0]>,1,,
E018,E027,Undirected,594,,<[-2606256000000.0]>,1,,
E018,E031,Undirected,595,,<[-2606256000000.0]>,1,,
E018,E032,Undirected,596,,<[-2606256000000.0]>,1,,
E018,E033,Undirected,597,,<[-2606256000000.0]>,1,,
E018,E034,Undirected,598,,<[-2606256000000.0]>,1,,
E018,E039,Undirected,599,,<[-2606256000000.0]>,1,,
E018,E040,Undirected,600,,<[-2606256000000.0]>,1,,
E018,E041,Undirected,601,,<[-2606256000000.0]>,1,,
E018,E042,Undirected,602,,<[-2606256000000.0]>,1,,
E018,E043,Undirected,603,,<[-2606256000000.0]>,1,,
E018,E052,Undirected,604,,<[-2606256000000.0]>,1,,
E018,E053,Undirected,605,,<[-2606256000000.0]>,1,,
E018,E054,Undirected,606,,<[-2606256000000.0]>,1,,
E018,E055,Undirected,607,,<[-2606256000000.0]>,1,,
E018,E061,Undirected,608,,<[-2606256000000.0]>,1,,
E018,E062,Undirected,609,,<[-2606256000000.0]>,1,,
E018,E063,Undirected,610,,<[-2606256000000.0]>,1,,
E018,E064,Undirected,611,,<[-2606256000000.0]>,1,,
E018,E065,Undirected,612,,<[-2606256000000.0]>,1,,
E018,E074,Undirected,613,,<[-2606256000000.0]>,1,,
E018,E075,Undirected,614,,<[-2606256000000.0]>,1,,
E018,E076,Undirected,615,,<[-2606256000000.0]>,1,,
E018,E081,Undirected,616,,<[-2606256000000.0]>,1,,
E018,E082,Undirected,617,,<[-2606256000000.0]>,1,,
E018,E085,Undirected,618,,<[-2606256000000.0]>,1,,
E018,E096,Undirected,619,,<[-2606256000000.0]>,1,,
E018,E097,Undirected,620,,<[-2606256000000.0]>,1,,
E018,E098,Undirected,621,,<[-2606256000000.0]>,1,,
E018,E099,Undirected,622,,<[-2606256000000.0]>,1,,
E018,E100,Undirected,623,,<[-2606256000000.0]>,1,,
E018,E101,Undirected,624,,<[-2606256000000.0]>,1,,
E018,E102,Undirected,625,,<[-2606256000000.0]>,1,,
E018,E110,Undirected,626,,<[-2606256000000.0]>,1,,
E018,E111,Undirected,627,,<[-2606256000000.0]>,1,,
E018,E112,Undirected,628,,<[-2606256000000.0]>,1,,
E018,E113,Undirected,629,,<[-2606256000000.0]>,1,,
E018,E116,Undirected,630,,<[-2606256000000.0]>,1,,
E018,E117,Undirected,631,,<[-2606256000000.0]>,1,,
E018,E124,Undirected,632,,<[-2606256000000.0]>,1,,
E018,E125,Undirected,633,,<[-2606256000000.0]>,1,,
E018,E126,Undirected,634,,<[-2606256000000.0]>,1,,
E018,E137,Undirected,635,,<[-2606256000000.0]>,1,,
E018,E138,Undirected,636,,<[-2606256000000.0]>,1,,
E018,E139,Undirected,637,,<[-2606256000000.0]>,1,,
E018,E140,Undirected,638,,<[-2606256000000.0]>,1,,
E018,E147,Undirected,639,,<[-2606256000000.0]>,1,,
E018,E148,Undirected,640,,<[-2606256000000.0]>,1,,
E019,E025,Undirected,641,,<[-2606256000000.0]>,1,,
E019,E027,Undirected,642,,<[-2606256000000.0]>,1,,
E019,E031,Undirected,643,,<[-2606256000000.0]>,1,,
E019,E032,Undirected,644,,<[-2606256000000.0]>,1,,
E019,E033,Undirected,645,,<[-2606256000000.0]>,1,,
E019,E034,Undirected,646,,<[-2606256000000.0]>,1,,
E019,E037,Undirected,647,,<[-2616883200000.0]>,1,,
E019,E039,Undirected,648,,<[-2606256000000.0]>,1,,
E019,E040,Undirected,649,,<[-2606256000000.0]>,1,,
E019,E041,Undirected,650,,<[-2606256000000.0]>,1,,
E019,E042,Undirected,651,,<[-2606256000000.0]>,1,,
E019,E043,Undirected,652,,<[-2606256000000.0]>,1,,
E019,E052,Undirected,653,,<[-2606256000000.0]>,1,,
E019,E053,Undirected,654,,<[-2606256000000.0]>,1,,
E019,E054,Undirected,655,,<[-2606256000000.0]>,1,,
E019,E055,Undirected,656,,<[-2606256000000.0]>,1,,
E019,E061,Undirected,657,,<[-2606256000000.0]>,1,,
E019,E062,Undirected,658,,<[-2606256000000.0]>,1,,
E019,E063,Undirected,659,,<[-2606256000000.0]>,1,,
E019,E064,Undirected,660,,<[-2606256000000.0]>,1,,
E019,E065,Undirected,661,,<[-2606256000000.0]>,1,,
E019,E074,Undirected,662,,<[-2606256000000.0]>,1,,
E019,E075,Undirected,663,,<[-2606256000000.0]>,1,,
E019,E076,Undirected,664,,<[-2606256000000.0]>,1,,
E019,E081,Undirected,665,,<[-2606256000000.0]>,1,,
E019,E082,Undirected,666,,<[-2606256000000.0]>,1,,
E019,E083,Undirected,667,,<[-2616883200000.0]>,1,,
E019,E085,Undirected,668,,<[-2606256000000.0]>,1,,
E019,E088,Undirected,669,,<[-2616883200000.0]>,1,,
E019,E089,Undirected,670,,<[-2616883200000.0]>,1,,
E019,E090,Undirected,671,,<[-2616883200000.0]>,1,,
E019,E091,Undirected,672,,<[-2616883200000.0]>,1,,
E019,E096,Undirected,673,,<[-2606256000000.0]>,1,,
E019,E097,Undirected,674,,<[-2606256000000.0]>,1,,
E019,E098,Undirected,675,,<[-2606256000000.0]>,1,,
E019,E099,Undirected,676,,<[-2606256000000.0]>,1,,
E019,E100,Undirected,677,,<[-2606256000000.0]>,1,,
E019,E101,Undirected,678,,<[-2606256000000.0]>,1,,
E019,E102,Undirected,679,,<[-2606256000000.0]>,1,,
E019,E110,Undirected,680,,<[-2606256000000.0]>,1,,
E019,E111,Undirected,681,,<[-2606256000000.0]>,1,,
E019,E112,Undirected,682,,<[-2606256000000.0]>,1,,
E019,E113,Undirected,683,,<[-2606256000000.0]>,1,,
E019,E116,Undirected,684,,<[-2606256000000.0]>,1,,
E019,E117,Undirected,685,,<[-2606256000000.0]>,1,,
E019,E118,Undirected,686,,<[-2616883200000.0]>,1,,
E019,E124,Undirected,687,,<[-2606256000000.0]>,1,,
E019,E125,Undirected,688,,<[-2606256000000.0]>,1,,
E019,E126,Undirected,689,,<[-2606256000000.0]>,1,,
E019,E137,Undirected,690,,<[-2606256000000.0]>,1,,
E019,E138,Undirected,691,,<[-2606256000000.0]>,1,,
E019,E139,Undirected,692,,<[-2606256000000.0]>,1,,
E019,E140,Undirected,693,,<[-2606256000000.0]>,1,,
E019,E147,Undirected,694,,<[-2606256000000.0]>,1,,
E019,E148,Undirected,695,,<[-2606256000000.0]>,1,,
E021,E035,Undirected,696,,<[-2627164800000.0]>,1,,
E022,E028,Undirected,697,,<[-2625523200000.0]>,1,,
E023,E036,Undirected,698,,<[-2617056000000.0]>,1,,
E023,E044,Undirected,699,,<[-2617056000000.0]>,1,,
E023,E049,Undirected,700,,<[-2617056000000.0]>,1,,
E023,E070,Undirected,701,,<[-2617056000000.0]>,1,,
E023,E076,Undirected,702,,<[-2617056000000.0]>,1,,
E023,E078,Undirected,703,,<[-2617056000000.0]>,1,,
E023,E087,Undirected,704,,<[-2617056000000.0]>,1,,
E023,E088,Undirected,705,,<[-2617056000000.0]>,1,,
E023,E107,Undirected,706,,<[-2617056000000.0]>,1,,
E023,E142,Undirected,707,,<[-2617056000000.0]>,1,,
E024,E144,Undirected,708,,<[-2615414400000.0]>,1,,
E025,E027,Undirected,709,,<[-2606256000000.0]>,1,,
E025,E031,Undirected,710,,<[-2606256000000.0]>,1,,
E025,E032,Undirected,711,,<[-2606256000000.0]>,1,,
E025,E033,Undirected,712,,<[-2606256000000.0]>,1,,
E025,E034,Undirected,713,,<[-2606256000000.0]>,1,,
E025,E039,Undirected,714,,<[-2606256000000.0]>,1,,
E025,E040,Undirected,715,,<[-2606256000000.0]>,1,,
E025,E041,Undirected,716,,<[-2606256000000.0]>,1,,
E025,E042,Undirected,717,,<[-2606256000000.0]>,1,,
E025,E043,Undirected,718,,<[-2606256000000.0]>,1,,
E025,E044,Undirected,719,,<[-2615068800000.0]>,1,,
E025,E045,Undirected,720,,<[-2614982400000.0]>,1,,
E025,E046,Undirected,721,,<[-2614896000000.0]>,1,,
E025,E052,Undirected,722,,<[-2606256000000.0]>,1,,
E025,E053,Undirected,723,,<[-2606256000000.0]>,1,,
E025,E054,Undirected,724,,<[-2606256000000.0]>,1,,
E025,E055,Undirected,725,,<[-2606256000000.0]>,1,,
E025,E057,Undirected,726,,<[-2608070400000.0]>,1,,
E025,E058,Undirected,727,,<[-2608070400000.0]>,1,,
E025,E059,Undirected,728,,<[-2608070400000.0]>,1,,
E025,E060,Undirected,729,,<[-2607120000000.0]>,1,,
E025,E061,Undirected,730,,<[-2606256000000.0]>,1,,
E025,E062,Undirected,731,,<[-2606256000000.0]>,1,,
E025,E063,Undirected,732,,<[-2606256000000.0]>,1,,
E025,E064,Undirected,733,,<[-2606256000000.0]>,1,,
E025,E065,Undirected,734,,<[-2606256000000.0]>,1,,
E025,E073,Undirected,735,,<[-2608070400000.0]>,1,,
E025,E074,Undirected,736,,<[-2606256000000.0]>,1,,
E025,E075,Undirected,737,,<[-2606256000000.0]>,1,,
E025,E076,Undirected,738,,<[-2606256000000.0]>,1,,
E025,E078,Undirected,739,,<[-2607120000000.0]>,1,,
E025,E081,Undirected,740,,<[-2606256000000.0]>,1,,
E025,E082,Undirected,741,,<[-2606256000000.0]>,1,,
E025,E085,Undirected,742,,<[-2606256000000.0]>,1,,
E025,E091,Undirected,743,,<[-2608070400000.0]>,1,,
E025,E096,Undirected,744,,<[-2606256000000.0]>,1,,
E025,E097,Undirected,745,,<[-2606256000000.0]>,1,,
E025,E098,Undirected,746,,<[-2606256000000.0]>,1,,
E025,E099,Undirected,747,,<[-2606256000000.0]>,1,,
E025,E100,Undirected,748,,<[-2606256000000.0]>,1,,
E025,E101,Undirected,749,,<[-2606256000000.0]>,1,,
E025,E102,Undirected,750,,<[-2606256000000.0]>,1,,
E025,E109,Undirected,751,,<[-2607120000000.0]>,1,,
E025,E110,Undirected,752,,<[-2606256000000.0]>,1,,
E025,E111,Undirected,753,,<[-2606256000000.0]>,1,,
E025,E112,Undirected,754,,<[-2606256000000.0]>,1,,
E025,E113,Undirected,755,,<[-2606256000000.0]>,1,,
E025,E116,Undirected,756,,<[-2606256000000.0]>,1,,
E025,E117,Undirected,757,,<[-2606256000000.0]>,1,,
E025,E121,Undirected,758,,<[-2614896000000.0]>,1,,
E025,E122,Undirected,759,,<[-2614896000000.0]>,1,,
E025,E124,Undirected,760,,<[-2606256000000.0]>,1,,
E025,E125,Undirected,761,,<[-2606256000000.0]>,1,,
E025,E126,Undirected,762,,<[-2606256000000.0]>,1,,
E025,E128,Undirected,763,,<[-2615068800000.0]>,2,,
E025,E130,Undirected,764,,<[-2608070400000.0]>,2,,
E025,E131,Undirected,765,,<[-2615068800000.0]>,1,,
E025,E134,Undirected,766,,<[-2608070400000.0]>,1,,
E025,E135,Undirected,767,,<[-2608070400000.0]>,1,,
E025,E136,Undirected,768,,<[-2608070400000.0]>,1,,
E025,E137,Undirected,769,,<[-2606256000000.0]>,1,,
E025,E138,Undirected,770,,<[-2606256000000.0]>,1,,
E025,E139,Undirected,771,,<[-2606256000000.0]>,1,,
E025,E140,Undirected,772,,<[-2606256000000.0]>,1,,
E025,E142,Undirected,773,,<[-2614982400000.0]>,1,,
E025,E146,Undirected,774,,<[-2608070400000.0]>,1,,
E025,E147,Undirected,775,,<[-2606256000000.0]>,1,,
E025,E148,Undirected,776,,<[-2606256000000.0]>,1,,
E026,E050,Undirected,777,,<[-2609971200000.0]>,1,,
E026,E051,Undirected,778,,<[-2609971200000.0]>,1,,
E026,E122,Undirected,779,,<[-2609971200000.0]>,1,,
E026,E142,Undirected,780,,<[-2610230400000.0]>,1,,
E027,E031,Undirected,781,,<[-2606256000000.0]>,1,,
E027,E032,Undirected,782,,<[-2606256000000.0]>,1,,
E027,E033,Undirected,783,,<[-2606256000000.0]>,1,,
E027,E034,Undirected,784,,<[-2606256000000.0]>,1,,
E027,E039,Undirected,785,,<[-2606256000000.0]>,1,,
E027,E040,Undirected,786,,<[-2606256000000.0]>,1,,
E027,E041,Undirected,787,,<[-2606256000000.0]>,1,,
E027,E042,Undirected,788,,<[-2606256000000.0]>,1,,
E027,E043,Undirected,789,,<[-2606256000000.0]>,1,,
E027,E052,Undirected,790,,<[-2606256000000.0]>,1,,
E027,E053,Undirected,791,,<[-2606256000000.0]>,1,,
E027,E054,Undirected,792,,<[-2606256000000.0]>,1,,
E027,E055,Undirected,793,,<[-2606256000000.0]>,1,,
E027,E061,Undirected,794,,<[-2606256000000.0]>,1,,
E027,E062,Undirected,795,,<[-2606256000000.0]>,1,,
E027,E063,Undirected,796,,<[-2606256000000.0]>,1,,
E027,E064,Undirected,797,,<[-2606256000000.0]>,1,,
E027,E065,Undirected,798,,<[-2606256000000.0]>,1,,
E027,E074,Undirected,799,,<[-2606256000000.0]>,1,,
E027,E075,Undirected,800,,<[-2606256000000.0]>,1,,
E027,E076,Undirected,801,,<[-2606256000000.0]>,1,,
E027,E081,Undirected,802,,<[-2606256000000.0]>,1,,
E027,E082,Undirected,803,,<[-2606256000000.0]>,1,,
E027,E085,Undirected,804,,<[-2606256000000.0]>,1,,
E027,E096,Undirected,805,,<[-2606256000000.0]>,1,,
E027,E097,Undirected,806,,<[-2606256000000.0]>,1,,
E027,E098,Undirected,807,,<[-2606256000000.0]>,1,,
E027,E099,Undirected,808,,<[-2606256000000.0]>,1,,
E027,E100,Undirected,809,,<[-2606256000000.0]>,1,,
E027,E101,Undirected,810,,<[-2606256000000.0]>,1,,
E027,E102,Undirected,811,,<[-2606256000000.0]>,1,,
E027,E110,Undirected,812,,<[-2606256000000.0]>,1,,
E027,E111,Undirected,813,,<[-2606256000000.0]>,1,,
E027,E112,Undirected,814,,<[-2606256000000.0]>,1,,
E027,E113,Undirected,815,,<[-2606256000000.0]>,1,,
E027,E116,Undirected,816,,<[-2606256000000.0]>,1,,
E027,E117,Undirected,817,,<[-2606256000000.0]>,1,,
E027,E124,Undirected,818,,<[-2606256000000.0]>,1,,
E027,E125,Undirected,819,,<[-2606256000000.0]>,1,,
E027,E126,Undirected,820,,<[-2606256000000.0]>,1,,
E027,E137,Undirected,821,,<[-2606256000000.0]>,1,,
E027,E138,Undirected,822,,<[-2606256000000.0]>,1,,
E027,E139,Undirected,823,,<[-2606256000000.0]>,1,,
E027,E140,Undirected,824,,<[-2606256000000.0]>,1,,
E027,E147,Undirected,825,,<[-2606256000000.0]>,1,,
E027,E148,Undirected,826,,<[-2606256000000.0]>,1,,
E029,E088,Undirected,827,,<[-2616624000000.0]>,1,,
E031,E032,Undirected,828,,<[-2606256000000.0]>,1,,
E031,E033,Undirected,829,,<[-2606256000000.0]>,1,,
E031,E034,Undirected,830,,<[-2606256000000.0]>,1,,
E031,E039,Undirected,831,,<[-2606256000000.0]>,1,,
E031,E040,Undirected,832,,<[-2606256000000.0]>,1,,
E031,E041,Undirected,833,,<[-2606256000000.0]>,1,,
E031,E042,Undirected,834,,<[-2606256000000.0]>,1,,
E031,E043,Undirected,835,,<[-2606256000000.0]>,1,,
E031,E052,Undirected,836,,<[-2606256000000.0]>,1,,
E031,E053,Undirected,837,,<[-2606256000000.0]>,1,,
E031,E054,Undirected,838,,<[-2606256000000.0]>,1,,
E031,E055,Undirected,839,,<[-2606256000000.0]>,1,,
E031,E061,Undirected,840,,<[-2606256000000.0]>,1,,
E031,E062,Undirected,841,,<[-2606256000000.0]>,1,,
E031,E063,Undirected,842,,<[-2606256000000.0]>,1,,
E031,E064,Undirected,843,,<[-2606256000000.0]>,1,,
E031,E065,Undirected,844,,<[-2606256000000.0]>,1,,
E031,E074,Undirected,845,,<[-2606256000000.0]>,1,,
E031,E075,Undirected,846,,<[-2606256000000.0]>,1,,
E031,E076,Undirected,847,,<[-2606256000000.0]>,1,,
E031,E081,Undirected,848,,<[-2606256000000.0]>,1,,
E031,E082,Undirected,849,,<[-2606256000000.0]>,1,,
E031,E085,Undirected,850,,<[-2606256000000.0]>,1,,
E031,E096,Undirected,851,,<[-2606256000000.0]>,1,,
E031,E097,Undirected,852,,<[-2606256000000.0]>,1,,
E031,E098,Undirected,853,,<[-2606256000000.0]>,1,,
E031,E099,Undirected,854,,<[-2606256000000.0]>,1,,
E031,E100,Undirected,855,,<[-2606256000000.0]>,1,,
E031,E101,Undirected,856,,<[-2606256000000.0]>,1,,
E031,E102,Undirected,857,,<[-2606256000000.0]>,1,,
E031,E110,Undirected,858,,<[-2606256000000.0]>,1,,
E031,E111,Undirected,859,,<[-2606256000000.0]>,1,,
E031,E112,Undirected,860,,<[-2606256000000.0]>,1,,
E031,E113,Undirected,861,,<[-2606256000000.0]>,1,,
E031,E116,Undirected,862,,<[-2606256000000.0]>,1,,
E031,E117,Undirected,863,,<[-2606256000000.0]>,1,,
E031,E124,Undirected,864,,<[-2606256000000.0]>,1,,
E031,E125,Undirected,865,,<[-2606256000000.0]>,1,,
E031,E126,Undirected,866,,<[-2606256000000.0]>,1,,
E031,E137,Undirected,867,,<[-2606256000000.0]>,1,,
E031,E138,Undirected,868,,<[-2606256000000.0]>,1,,
E031,E139,Undirected,869,,<[-2606256000000.0]>,1,,
E031,E140,Undirected,870,,<[-2606256000000.0]>,1,,
E031,E147,Undirected,871,,<[-2606256000000.0]>,1,,
E031,E148,Undirected,872,,<[-2606256000000.0]>,1,,
E032,E033,Undirected,873,,<[-2606256000000.0]>,1,,
E032,E034,Undirected,874,,<[-2606256000000.0]>,1,,
E032,E039,Undirected,875,,<[-2606256000000.0]>,1,,
E032,E040,Undirected,876,,<[-2606256000000.0]>,1,,
E032,E041,Undirected,877,,<[-2606256000000.0]>,1,,
E032,E042,Undirected,878,,<[-2606256000000.0]>,1,,
E032,E043,Undirected,879,,<[-2606256000000.0]>,1,,
E032,E052,Undirected,880,,<[-2606256000000.0]>,1,,
E032,E053,Undirected,881,,<[-2606256000000.0]>,1,,
E032,E054,Undirected,882,,<[-2606256000000.0]>,1,,
E032,E055,Undirected,883,,<[-2606256000000.0]>,1,,
E032,E061,Undirected,884,,<[-2606256000000.0]>,1,,
E032,E062,Undirected,885,,<[-2606256000000.0]>,1,,
E032,E063,Undirected,886,,<[-2606256000000.0]>,1,,
E032,E064,Undirected,887,,<[-2606256000000.0]>,1,,
E032,E065,Undirected,888,,<[-2606256000000.0]>,1,,
E032,E074,Undirected,889,,<[-2606256000000.0]>,1,,
E032,E075,Undirected,890,,<[-2606256000000.0]>,1,,
E032,E076,Undirected,891,,<[-2606256000000.0]>,1,,
E032,E081,Undirected,892,,<[-2606256000000.0]>,1,,
E032,E082,Undirected,893,,<[-2606256000000.0]>,1,,
