source,target,weight,start,end
E008,E110,1,1887-05-31,1887-05-31
E008,E111,1,1887-05-31,1887-05-31
E008,E112,1,1887-05-31,1887-05-31
E008,E113,1,1887-05-31,1887-05-31
E008,E116,1,1887-05-31,1887-05-31
E008,E117,1,1887-05-31,1887-05-31
E008,E124,1,1887-05-31,1887-05-31
E008,E125,1,1887-05-31,1887-05-31
E008,E126,1,1887-05-31,1887-05-31
E008,E137,1,1887-05-31,1887-05-31
E008,E138,1,1887-05-31,1887-05-31
E008,E139,1,1887-05-31,1887-05-31
E008,E140,1,1887-05-31,1887-05-31
E008,E147,1,1887-05-31,1887-05-31
E008,E148,1,1887-05-31,1887-05-31
E009,E010,1,1887-05-31,1887-05-31
E009,E015,1,1887-05-31,1887-05-31
E009,E016,1,1887-05-31,1887-05-31
E009,E017,1,1887-05-31,1887-05-31
E009,E018,1,1887-05-31,1887-05-31
E009,E019,1,1887-05-31,1887-05-31
E009,E025,1,1887-05-31,1887-05-31
E009,E027,1,1887-05-31,1887-05-31
E009,E031,1,1887-05-31,1887-05-31
E009,E032,1,1887-05-31,1887-05-31
E009,E033,1,1887-05-31,1887-05-31
E009,E034,1,1887-05-31,1887-05-31
E009,E039,1,1887-05-31,1887-05-31
E009,E040,1,1887-05-31,1887-05-31
E009,E041,1,1887-05-31,1887-05-31
E009,E042,1,1887-05-31,1887-05-31
E009,E043,1,1887-05-31,1887-05-31
E009,E052,1,1887-05-31,1887-05-31
E009,E053,1,1887-05-31,1887-05-31
E009,E054,1,1887-05-31,1887-05-31
E009,E055,1,1887-05-31,1887-05-31
E009,E061,1,1887-05-31,1887-05-31
E009,E062,1,1887-05-31,1887-05-31
E009,E063,1,1887-05-31,1887-05-31
E009,E064,1,1887-05-31,1887-05-31
E009,E065,1,1887-05-31,1887-05-31
E009,E074,1,1887-05-31,1887-05-31
E009,E075,1,1887-05-31,1887-05-31
E009,E076,1,1887-05-31,1887-05-31
E009,E081,1,1887-05-31,1887-05-31
E009,E082,1,1887-05-31,1887-05-31
E009,E085,1,1887-05-31,1887-05-31
E009,E096,1,1887-05-31,1887-05-31
E009,E097,1,1887-05-31,1887-05-31
E009,E098,1,1887-05-31,1887-05-31
E009,E099,1,1887-05-31,1887-05-31
E009,E100,1,1887-05-31,1887-05-31
E009,E101,1,1887-05-31,1887-05-31
E009,E102,1,1887-05-31,1887-05-31
E009,E110,1,1887-05-31,1887-05-31
E009,E111,1,1887-05-31,1887-05-31
E009,E112,1,1887-05-31,1887-05-31
E009,E113,1,1887-05-31,1887-05-31
E009,E116,1,1887-05-31,1887-05-31
E009,E117,1,1887-05-31,1887-05-31
E009,E124,1,1887-05-31,1887-05-31
E009,E125,1,1887-05-31,1887-05-31
E009,E126,1,1887-05-31,1887-05-31
E009,E137,1,1887-05-31,1887-05-31
E009,E138,1,1887-05-31,1887-05-31
E009,E139,1,1887-05-31,1887-05-31
E009,E140,1,1887-05-31,1887-05-31
E009,E147,1,1887-05-31,1887-05-31
E009,E148,1,1887-05-31,1887-05-31
E010,E015,1,1887-05-31,1887-05-31
E010,E016,1,1887-05-31,1887-05-31
E010,E017,1,1887-05-31,1887-05-31
E010,E018,1,1887-05-31,1887-05-31
E010,E019,1,1887-05-31,1887-05-31
E010,E025,1,1887-05-31,1887-05-31
E010,E027,1,1887-05-31,1887-05-31
E010,E031,1,1887-05-31,1887-05-31
E010,E032,1,1887-05-31,1887-05-31
E010,E033,1,1887-05-31,1887-05-31
E010,E034,1,1887-05-31,1887-05-31
E010,E039,1,1887-05-31,1887-05-31
E010,E040,1,1887-05-31,1887-05-31
E010,E041,1,1887-05-31,1887-05-31
E010,E042,1,1887-05-31,1887-05-31
E010,E043,1,1887-05-31,1887-05-31
E010,E052,1,1887-05-31,1887-05-31
E010,E053,1,1887-05-31,1887-05-31
E010,E054,1,1887-05-31,1887-05-31
E010,E055,1,1887-05-31,1887-05-31
E010,E061,1,1887-05-31,1887-05-31
E010,E062,1,1887-05-31,1887-05-31
E010,E063,1,1887-05-31,1887-05-31
E010,E064,1,1887-05-31,1887-05-31
E010,E065,1,1887-05-31,1887-05-31
E010,E074,1,1887-05-31,1887-05-31
E010,E075,1,1887-05-31,1887-05-31
E010,E076,1,1887-05-31,1887-05-31
E010,E081,1,1887-05-31,1887-05-31
E010,E082,1,1887-05-31,1887-05-31
E010,E085,1,1887-05-31,1887-05-31
E010,E096,1,1887-05-31,1887-05-31
E010,E097,1,1887-05-31,1887-05-31
E010,E098,1,1887-05-31,1887-05-31
E010,E099,1,1887-05-31,1887-05-31
E010,E100,1,1887-05-31,1887-05-31
E010,E101,1,1887-05-31,1887-05-31
E010,E102,1,1887-05-31,1887-05-31
E010,E110,1,1887-05-31,1887-05-31
E010,E111,1,1887-05-31,1887-05-31
E010,E112,1,1887-05-31,1887-05-31
E010,E113,1,1887-05-31,1887-05-31
E010,E116,1,1887-05-31,1887-05-31
E010,E117,1,1887-05-31,1887-05-31
E010,E124,1,1887-05-31,1887-05-31
E010,E125,1,1887-05-31,1887-05-31
E010,E126,1,1887-05-31,1887-05-31
E010,E137,1,1887-05-31,1887-05-31
E010,E138,1,1887-05-31,1887-05-31
E010,E139,1,1887-05-31,1887-05-31
E010,E140,1,1887-05-31,1887-05-31
E010,E147,1,1887-05-31,1887-05-31
E010,E148,1,1887-05-31,1887-05-31
E011,E012,3,1886-09-15,1887-02-15
E011,E043,1,1886-09-15,1886-09-15
E011,E065,1,1887-02-15,1887-02-15
E011,E066,1,1886-09-15,1886-09-15
E011,E067,1,1886-09-15,1886-09-15
E011,E103,1,1886-09-21,1886-09-21
E011,E128,1,1887-02-15,1887-02-15
E011,E132,1,1887-02-15,1887-02-15
E011,E145,1,1887-02-15,1887-02-15
E012,E014,1,1887-05-10,1887-05-10
E012,E019,1,1887-01-28,1887-01-28
E012,E020,1,1886-09-24,1886-09-24
E012,E021,1,1886-10-01,1886-10-01
E012,E023,1,1887-01-26,1887-01-26
E012,E024,1,1887-02-14,1887-02-14
E012,E025,5,1887-01-11,1887-05-21
E012,E035,1,1886-10-01,1886-10-01
E012,E036,1,1887-01-26,1887-01-26
E012,E037,1,1887-01-28,1887-01-28
E012,E043,1,1886-09-15,1886-09-15
E012,E044,1,1887-01-26,1887-01-26
E012,E045,1,1887-02-19,1887-02-19
E012,E049,1,1887-01-26,1887-01-26
E012,E057,1,1887-05-10,1887-05-10
E012,E058,1,1887-05-10,1887-05-10
E012,E059,1,1887-05-10,1887-05-10
E012,E060,1,1887-05-21,1887-05-21
E012,E064,1,1887-01-29,1887-01-29
E012,E065,1,1887-02-15,1887-02-15
E012,E066,1,1886-09-15,1886-09-15
E012,E067,1,1886-09-15,1886-09-15
E012,E070,1,1887-01-26,1887-01-26
E012,E073,1,1887-05-10,1887-05-10
E012,E076,1,1887-01-26,1887-01-26
E012,E078,2,1887-01-26,1887-05-21
E012,E083,1,1887-01-28,1887-01-28
E012,E086,1,1887-01-13,1887-01-13
E012,E087,1,1887-01-26,1887-01-26
E012,E088,2,1887-01-26,1887-01-28
E012,E089,1,1887-01-28,1887-01-28
E012,E090,1,1887-01-28,1887-01-28
E012,E091,2,1887-01-28,1887-05-10
E012,E103,1,1886-09-21,1886-09-21
E012,E107,1,1887-01-26,1887-01-26
E012,E109,1,1887-05-21,1887-05-21
E012,E118,1,1887-01-28,1887-01-28
E012,E119,1,1887-01-29,1887-01-29
E012,E120,1,1887-01-29,1887-01-29
E012,E122,1,1887-01-29,1887-01-29
E012,E128,1,1887-02-15,1887-02-15
E012,E130,2,1887-05-10,1887-05-21
E012,E132,1,1887-02-15,1887-02-15
E012,E134,1,1887-05-10,1887-05-10
E012,E135,1,1887-05-10,1887-05-10
E012,E136,1,1887-05-10,1887-05-10
E012,E142,2,1887-01-26,1887-02-19
E012,E144,1,1887-02-14,1887-02-14
E012,E145,1,1887-02-15,1887-02-15
E012,E146,1,1887-05-10,1887-05-10
E013,E068,1,1887-02-25,1887-02-25
E014,E025,1,1887-05-10,1887-05-10
E014,E057,1,1887-05-10,1887-05-10
E014,E058,1,1887-05-10,1887-05-10
E014,E059,1,1887-05-10,1887-05-10
E014,E073,1,1887-05-10,1887-05-10
E014,E091,1,1887-05-10,1887-05-10
E014,E130,1,1887-05-10,1887-05-10
E014,E134,1,1887-05-10,1887-05-10
E014,E135,1,1887-05-10,1887-05-10
E014,E136,1,1887-05-10,1887-05-10
E014,E146,1,1887-05-10,1887-05-10
E015,E016,1,1887-05-31,1887-05-31
E015,E017,1,1887-05-31,1887-05-31
E015,E018,1,1887-05-31,1887-05-31
E015,E019,1,1887-05-31,1887-05-31
E015,E025,1,1887-05-31,1887-05-31
E015,E027,1,1887-05-31,1887-05-31
E015,E031,1,1887-05-31,1887-05-31
E015,E032,1,1887-05-31,1887-05-31
E015,E033,1,1887-05-31,1887-05-31
E015,E034,1,1887-05-31,1887-05-31
E015,E039,1,1887-05-31,1887-05-31
E015,E040,1,1887-05-31,1887-05-31
E015,E041,1,1887-05-31,1887-05-31
E015,E042,1,1887-05-31,1887-05-31
E015,E043,1,1887-05-31,1887-05-31
E015,E052,1,1887-05-31,1887-05-31
E015,E053,1,1887-05-31,1887-05-31
E015,E054,1,1887-05-31,1887-05-31
E015,E055,1,1887-05-31,1887-05-31
E015,E061,1,1887-05-31,1887-05-31
E015,E062,1,1887-05-31,1887-05-31
E015,E063,1,1887-05-31,1887-05-31
E015,E064,1,1887-05-31,1887-05-31
E015,E065,1,1887-05-31,1887-05-31
E015,E074,1,1887-05-31,1887-05-31
E015,E075,1,1887-05-31,1887-05-31
E015,E076,1,1887-05-31,1887-05-31
E015,E081,1,1887-05-31,1887-05-31
E015,E082,1,1887-05-31,1887-05-31
E015,E085,1,1887-05-31,1887-05-31
E015,E096,1,1887-05-31,1887-05-31
E015,E097,1,1887-05-31,1887-05-31
E015,E098,1,1887-05-31,1887-05-31
E015,E099,1,1887-05-31,1887-05-31
E015,E100,1,1887-05-31,1887-05-31
E015,E101,1,1887-05-31,1887-05-31
E015,E102,1,1887-05-31,1887-05-31
E015,E110,1,1887-05-31,1887-05-31
E015,E111,1,1887-05-31,1887-05-31
E015,E112,1,1887-05-31,1887-05-31
E015,E113,1,1887-05-31,1887-05-31
E015,E116,1,1887-05-31,1887-05-31
E015,E117,1,1887-05-31,1887-05-31
E015,E124,1,1887-05-31,1887-05-31
E015,E125,1,1887-05-31,1887-05-31
E015,E126,1,1887-05-31,1887-05-31
E015,E137,1,1887-05-31,1887-05-31
E015,E138,1,1887-05-31,1887-05-31
E015,E139,1,1887-05-31,1887-05-31
E015,E140,1,1887-05-31,1887-05-31
E015,E147,1,1887-05-31,1887-05-31
E015,E148,1,1887-05-31,1887-05-31
E016,E017,1,1887-05-31,1887-05-31
E016,E018,1,1887-05-31,1887-05-31
E016,E019,1,1887-05-31,1887-05-31
E016,E025,1,1887-05-31,1887-05-31
E016,E027,1,1887-05-31,1887-05-31
E016,E031,1,1887-05-31,1887-05-31
E016,E032,1,1887-05-31,1887-05-31
E016,E033,1,1887-05-31,1887-05-31
E016,E034,1,1887-05-31,1887-05-31
E016,E039,1,1887-05-31,1887-05-31
E016,E040,1,1887-05-31,1887-05-31
E016,E041,1,1887-05-31,1887-05-31
E016,E042,1,1887-05-31,1887-05-31
E016,E043,1,1887-05-31,1887-05-31
E016,E052,1,1887-05-31,1887-05-31
E016,E053,1,1887-05-31,1887-05-31
E016,E054,1,1887-05-31,1887-05-31
E016,E055,1,1887-05-31,1887-05-31
E016,E061,1,1887-05-31,1887-05-31
E016,E062,1,1887-05-31,1887-05-31
E016,E063,1,1887-05-31,1887-05-31
E016,E064,1,1887-05-31,1887-05-31
E016,E065,1,1887-05-31,1887-05-31
E016,E074,1,1887-05-31,1887-05-31
E016,E075,1,1887-05-31,1887-05-31
E016,E076,1,1887-05-31,1887-05-31
E016,E081,1,1887-05-31,1887-05-31
E016,E082,1,1887-05-31,1887-05-31
E016,E085,1,1887-05-31,1887-05-31
E016,E096,1,1887-05-31,1887-05-31
E016,E097,1,1887-05-31,1887-05-31
E016,E098,1,1887-05-31,1887-05-31
E016,E099,1,1887-05-31,1887-05-31
E016,E100,1,1887-05-31,1887-05-31
E016,E101,1,1887-05-31,1887-05-31
E016,E102,1,1887-05-31,1887-05-31
E016,E110,1,1887-05-31,1887-05-31
E016,E111,1,1887-05-31,1887-05-31
E016,E112,1,1887-05-31,1887-05-31
E016,E113,1,1887-05-31,1887-05-31
E016,E116,1,1887-05-31,1887-05-31
E016,E117,1,1887-05-31,1887-05-31
E016,E124,1,1887-05-31,1887-05-31
E016,E125,1,1887-05-31,1887-05-31
E016,E126,1,1887-05-31,1887-05-31
E016,E137,1,1887-05-31,1887-05-31
E016,E138,1,1887-05-31,1887-05-31
E016,E139,1,1887-05-31,1887-05-31
E016,E140,1,1887-05-31,1887-05-31
E016,E147,1,1887-05-31,1887-05-31
E016,E148,1,1887-05-31,1887-05-31
E017,E018,1,1887-05-31,1887-05-31
E017,E019,1,1887-05-31,1887-05-31
E017,E025,1,1887-05-31,1887-05-31
E017,E027,1,1887-05-31,1887-05-31
E017,E031,1,1887-05-31,1887-05-31
E017,E032,1,1887-05-31,1887-05-31
E017,E033,1,1887-05-31,1887-05-31
E017,E034,1,1887-05-31,1887-05-31
E017,E039,1,1887-05-31,1887-05-31
E017,E040,1,1887-05-31,1887-05-31
E017,E041,1,1887-05-31,1887-05-31
E017,E042,1,1887-05-31,1887-05-31
E017,E043,1,1887-05-31,1887-05-31
E017,E052,1,1887-05-31,1887-05-31
E017,E053,1,1887-05-31,1887-05-31
E017,E054,1,1887-05-31,1887-05-31
E017,E055,1,1887-05-31,1887-05-31
E017,E061,1,1887-05-31,1887-05-31
E017,E062,1,1887-05-31,1887-05-31
E017,E063,1,1887-05-31,1887-05-31
E017,E064,1,1887-05-31,1887-05-31
E017,E065,1,1887-05-31,1887-05-31
E017,E074,1,1887-05-31,1887-05-31
E017,E075,1,1887-05-31,1887-05-31
E017,E076,1,1887-05-31,1887-05-31
E017,E081,1,1887-05-31,1887-05-31
E017,E082,1,1887-05-31,1887-05-31
E017,E085,1,1887-05-31,1887-05-31
E017,E096,1,1887-05-31,1887-05-31
E017,E097,1,1887-05-31,1887-05-31
E017,E098,1,1887-05-31,1887-05-31
E017,E099,1,1887-05-31,1887-05-31
E017,E100,1,1887-05-31,1887-05-31
E017,E101,1,1887-05-31,1887-05-31
E017,E102,1,1887-05-31,1887-05-31
E017,E110,1,1887-05-31,1887-05-31
E017,E111,1,1887-05-31,1887-05-31
E017,E112,1,1887-05-31,1887-05-31
E017,E113,1,1887-05-31,1887-05-31
E017,E116,1,1887-05-31,1887-05-31
E017,E117,1,1887-05-31,1887-05-31
E017,E124,1,1887-05-31,1887-05-31
E017,E125,1,1887-05-31,1887-05-31
E017,E126,1,1887-05-31,1887-05-31
E017,E137,1,1887-05-31,1887-05-31
E017,E138,1,1887-05-31,1887-05-31
E017,E139,1,1887-05-31,1887-05-31
E017,E140,1,1887-05-31,1887-05-31
E017,E147,1,1887-05-31,1887-05-31
E017,E148,1,1887-05-31,1887-05-31
E018,E019,1,1887-05-31,1887-05-31
E018,E025,1,1887-05-31,1887-05-31
E018,E027,1,1887-05-31,1887-05-31
E018,E031,1,1887-05-31,1887-05-31
E018,E032,1,1887-05-31,1887-05-31
E018,E033,1,1887-05-31,1887-05-31
E018,E034,1,1887-05-31,1887-05-31
E018,E039,1,1887-05-31,1887-05-31
E018,E040,1,1887-05-31,1887-05-31
E018,E041,1,1887-05-31,1887-05-31
E018,E042,1,1887-05-31,1887-05-31
E018,E043,1,1887-05-31,1887-05-31
E018,E052,1,1887-05-31,1887-05-31
E018,E053,1,1887-05-31,1887-05-31
E018,E054,1,1887-05-31,1887-05-31
E018,E055,1,1887-05-31,1887-05-31
E018,E061,1,1887-05-31,1887-05-31
E018,E062,1,1887-05-31,1887-05-31
E018,E063,1,1887-05-31,1887-05-31
E018,E064,1,1887-05-31,1887-05-31
E018,E065,1,1887-05-31,1887-05-31
E018,E074,1,1887-05-31,1887-05-31
E018,E075,1,1887-05-31,1887-05-31
E018,E076,1,1887-05-31,1887-05-31
E018,E081,1,1887-05-31,1887-05-31
E018,E082,1,1887-05-31,1887-05-31
E018,E085,1,1887-05-31,1887-05-31
E018,E096,1,1887-05-31,1887-05-31
E018,E097,1,1887-05-31,1887-05-31
E018,E098,1,1887-05-31,1887-05-31
E018,E099,1,1887-05-31,1887-05-31
E018,E100,1,1887-05-31,1887-05-31
E018,E101,1,1887-05-31,1887-05-31
E018,E102,1,1887-05-31,1887-05-31
E018,E110,1,1887-05-31,1887-05-31
E018,E111,1,1887-05-31,1887-05-31
E018,E112,1,1887-05-31,1887-05-31
E018,E113,1,1887-05-31,1887-05-31
E018,E116,1,1887-05-31,1887-05-31
E018,E117,1,1887-05-31,1887-05-31
E018,E124,1,1887-05-31,1887-05-31
E018,E125,1,1887-05-31,1887-05-31
